cat_name,gender,sleep_time,sleep_duration_minutes
Egan,Male,5:43:25,245.07
Daisey,Female,8:34:08,774.92
Angie,Male,7:44:59,929.01
Artie,Male,14:29:33,108.31
Harland,Male,20:53:34,416.54
Sunny,Male,16:11:42,534.01
Benoit,Male,3:25:28,5.63
La verne,Female,19:26:04,798.02
Kerby,Male,4:28:52,853.53
Charley,Male,21:28:20,978.56
Inger,Female,12:10:44,897.93
Manny,Male,20:42:06,737.98
Rita,Female,6:35:29,316.33
Galvan,Male,13:15:40,656.92
Keenan,Male,20:47:25,961.68
Ailbert,Male,18:44:46,223.33
Nikolai,Male,3:20:19,44.8
Mara,Female,18:29:43,367.2
Elroy,Male,17:33:42,108.14
Mindy,Female,12:19:53,107.58
Tyson,Male,23:53:06,243.42
Karlik,Male,12:32:27,73.26
Tynan,Male,4:10:51,465.93
Kirsten,Female,6:10:29,144.61
Ahmed,Male,7:52:08,496.38
Emmalyn,Female,7:38:52,1.46
Ferdinanda,Female,17:42:15,54.28
Gabi,Female,19:55:54,254.11
Kalina,Female,13:28:01,519.22
Cirstoforo,Male,11:42:32,653.54
Law,Male,5:35:55,909.8
Lorens,Male,19:59:50,41.89
Raphael,Male,11:35:40,263.98
Waiter,Male,8:37:26,439.16
Ardath,Female,12:16:09,372.63
Marlin,Male,19:27:42,899.57
Udall,Male,15:06:10,242.01
Anna-diane,Female,9:13:26,436.57
Angelico,Male,17:18:27,649.2
Angelia,Female,11:14:42,837.63
Dania,Female,22:16:28,530.76
Adelina,Female,16:10:04,469.13
Christoph,Male,16:29:57,622.22
Inesita,Female,7:25:05,47.22
Katy,Female,15:21:04,295.87
Brooks,Male,1:06:05,16.43
Tiler,Male,1:22:42,449.7
Gerty,Female,23:09:02,722.91
Lothario,Male,23:14:52,507.18
Terence,Male,21:44:33,128.89
Hortense,Female,9:09:19,180.07
Eddie,Male,22:06:44,465.43
Darb,Female,10:25:04,41.95
Quinta,Female,13:00:57,990.95
Valenka,Female,19:20:36,808.01
Cathrine,Female,6:41:47,851.69
Jeanna,Female,18:05:01,780.25
Dix,Female,12:12:00,964.85
Royall,Male,1:32:45,339.42
Everard,Male,9:15:53,530.98
Dara,Female,17:05:37,70.83
Drucill,Female,1:00:10,516.16
Annabell,Female,1:45:00,241.16
Sheri,Female,13:14:24,940.8
Suellen,Female,0:05:21,476.21
Stepha,Female,14:04:21,716.04
Sofie,Female,16:35:53,729.43
Redford,Male,17:18:13,258.05
Lane,Male,8:49:08,788.72
Wylma,Female,21:12:20,747.81
Lemar,Male,4:42:44,280.15
Tiffi,Female,19:43:28,576.15
Cilka,Female,2:01:55,985.53
Catherin,Female,18:52:45,99.53
Daniella,Female,22:43:41,126.67
Antons,Male,18:50:25,211.92
Abbe,Female,2:59:28,439.2
Silvain,Male,14:06:49,811.94
Earlie,Male,14:28:55,421.14
Elnora,Female,15:31:37,262.91
Rudd,Male,4:55:29,893.22
Filip,Male,2:37:24,91.37
Bunni,Female,20:05:11,99.53
Elena,Female,16:48:20,259.6
Harris,Male,7:11:13,838.71
Nealon,Male,5:38:47,30.78
Dianna,Female,21:31:21,953.8
Kip,Male,5:32:32,648.34
Gilburt,Male,0:08:11,601.0
Nelly,Female,16:38:16,90.98
Ynez,Female,0:45:19,238.46
Lynn,Male,23:03:53,981.77
Peyton,Male,6:31:09,328.21
Prudence,Female,22:13:11,860.07
Layla,Female,16:39:51,304.01
Cirilo,Male,23:54:45,896.47
Joya,Female,9:18:31,171.71
Zia,Female,17:32:36,206.19
Tallou,Female,20:25:53,260.45
Corey,Male,23:14:04,616.02
Hubey,Male,19:06:48,770.35
Robb,Male,16:04:25,442.46
Colby,Male,23:52:52,61.4
Felicity,Female,15:53:34,981.23
Daile,Female,6:57:47,67.98
Ellerey,Male,23:47:38,266.78
Keary,Male,18:50:39,234.12
Ellsworth,Male,16:21:40,762.99
Donal,Male,13:29:06,729.06
Farrel,Male,6:35:49,805.14
Vernon,Male,11:51:57,540.51
Edyth,Female,1:41:56,156.46
Wadsworth,Male,11:00:15,106.15
Opaline,Female,3:31:03,319.2
Pansy,Female,20:40:54,387.81
Rickard,Male,21:47:00,214.06
Neill,Male,15:22:00,123.04
Willie,Male,18:57:02,676.15
Andra,Female,8:45:13,642.55
Grete,Female,1:34:20,601.18
Linus,Male,0:37:41,77.62
Faustina,Female,12:36:21,110.48
Dru,Male,3:04:40,47.66
Tracee,Female,19:38:02,972.87
D'arcy,Male,17:27:15,996.23
Elvis,Male,10:50:23,98.21
Sig,Male,10:31:34,323.63
Elvera,Female,16:47:23,265.92
Sandy,Female,15:22:18,715.02
Patton,Male,22:53:02,58.8
Quintus,Male,21:08:43,613.84
Jasen,Male,14:33:48,179.19
Piotr,Male,22:37:40,0.33
Hall,Male,3:48:58,317.85
Maurice,Male,12:54:07,121.28
Ortensia,Female,14:15:55,287.43
Hermy,Male,19:11:08,197.06
Cati,Female,21:34:09,419.67
Sean,Female,11:16:04,650.48
Wandis,Female,18:29:32,956.45
Alan,Male,6:33:34,262.34
Raimondo,Male,0:10:34,588.65
Persis,Female,4:07:11,252.09
Natala,Female,4:54:24,11.4
Kerwin,Male,14:46:19,313.07
Darill,Male,22:16:12,814.66
Genevra,Female,18:52:08,740.64
Ario,Male,9:52:56,700.05
Dick,Male,19:19:22,880.61
Charmian,Female,12:37:48,529.89
Larine,Female,6:26:14,179.81
Elijah,Male,18:55:58,143.12
Abramo,Male,9:27:53,55.03
Hermina,Female,18:21:14,903.3
Cristie,Female,0:54:22,475.01
Orelle,Female,23:53:15,860.38
Roddie,Male,9:54:06,499.49
Tabbie,Female,15:50:58,310.6
Jan,Female,20:55:53,845.97
Darline,Female,13:09:30,294.09
Xaviera,Female,17:51:43,835.13
Abbe,Female,4:04:48,13.65
Serge,Male,12:33:06,183.16
Vi,Female,20:56:56,682.4
Ara,Male,21:42:05,477.28
Shurwood,Male,3:55:45,794.77
Pattie,Male,1:11:55,727.78
Cairistiona,Female,8:28:38,732.76
Arabele,Female,3:55:41,90.76
Harley,Male,1:10:28,867.04
Sapphira,Female,9:01:48,903.8
Cecil,Female,14:21:31,779.94
Willey,Male,11:46:48,271.68
Dianne,Female,0:02:22,512.24
Fanchette,Female,23:00:29,547.5
Anica,Female,18:07:28,979.82
Silvain,Male,11:22:59,70.83
Nelle,Female,1:15:44,979.75
Gilbertine,Female,20:18:02,821.81
Benjamin,Male,0:33:26,857.31
Sterling,Male,17:07:38,660.89
Susy,Female,22:12:50,199.01
Denis,Male,12:36:06,483.25
Ugo,Male,19:32:58,368.04
Clarette,Female,11:10:31,840.78
Lezlie,Female,12:29:17,948.45
Denys,Female,6:59:01,289.2
Hedda,Female,13:02:42,38.47
Brandice,Female,1:13:23,371.73
Casie,Female,21:25:56,184.43
Leslie,Male,11:03:17,912.78
Garrot,Male,5:02:54,717.53
Amery,Male,8:01:11,481.61
Nannette,Female,19:01:09,79.57
Maryl,Female,8:50:43,241.29
Dyanne,Female,23:49:26,941.6
Hermia,Female,23:45:57,666.67
Ximenez,Male,19:53:20,686.65
Blythe,Female,4:22:31,224.08
Sutherland,Male,10:25:16,436.49
Rozanna,Female,17:25:20,694.44
Corette,Female,18:57:09,74.55
Clary,Female,14:28:01,110.81
Kacey,Female,7:26:24,727.33
Anastasia,Female,11:39:25,717.35
Dolley,Female,19:10:02,381.53
Bidget,Female,8:49:03,921.51
Isidoro,Male,11:33:03,841.6
Jase,Male,0:36:58,842.33
Sonnie,Male,12:43:40,281.8
Leticia,Female,7:54:01,417.02
Shalne,Female,5:48:40,621.83
Gratia,Female,6:42:32,863.74
Bale,Male,7:10:16,374.38
Leland,Male,21:47:36,108.7
Anatol,Male,12:29:00,527.08
Isabelle,Female,23:12:22,955.59
Murry,Male,3:47:10,358.49
Marmaduke,Male,21:36:06,207.68
Evita,Female,22:53:48,111.52
Zarla,Female,22:54:25,757.45
Ivette,Female,14:45:41,533.97
Ivory,Female,11:04:59,341.65
Geoffry,Male,5:48:10,628.66
Upton,Male,15:50:57,714.93
Javier,Male,3:56:28,797.25
Rosella,Female,20:57:54,329.76
Torre,Male,16:12:32,909.79
Nettle,Female,10:49:40,14.96
Lianne,Female,15:41:46,782.02
Michel,Male,15:03:17,160.35
Wiatt,Male,13:15:47,487.3
Tobit,Male,22:09:42,691.73
Beatrisa,Female,13:23:06,623.86
Xerxes,Male,19:48:22,211.39
Xever,Male,7:43:29,256.26
Iona,Female,10:40:58,477.15
Hyman,Male,0:21:51,753.85
Gustaf,Male,23:35:17,865.09
Bernita,Female,2:43:46,83.84
Nessie,Female,8:21:59,821.12
Hirsch,Male,2:53:31,706.51
Michaelina,Female,7:31:35,959.08
Johny,Male,18:47:54,596.16
Pieter,Male,23:19:42,282.22
Quincey,Male,12:02:08,567.81
Nelly,Female,3:23:00,159.88
Truman,Male,20:19:33,923.48
Jose,Male,20:19:58,949.87
Kala,Female,1:24:30,720.15
Jess,Female,5:19:00,485.44
Sher,Female,1:50:52,57.43
Hersh,Male,9:08:25,896.95
Obadiah,Male,8:07:04,617.91
Ashil,Female,22:36:25,439.05
Arlinda,Female,8:23:31,282.16
Rudiger,Male,3:37:15,399.17
Patience,Female,21:48:14,323.69
Sabina,Female,17:02:05,863.29
Ardath,Female,22:57:15,568.46
Christiano,Male,18:19:08,877.31
Silvester,Male,18:22:43,403.9
Leanora,Female,20:05:51,715.85
Donielle,Female,18:50:51,402.39
Bibi,Female,23:08:17,92.64
Thaxter,Male,21:58:38,714.65
Powell,Male,14:06:00,194.28
Irwin,Male,20:33:00,392.49
Una,Female,9:42:31,828.72
Gaylene,Female,12:32:14,448.55
Yves,Male,8:48:37,311.1
Merv,Male,20:38:31,711.74
Allen,Male,20:37:58,252.93
Lorettalorna,Female,20:14:45,755.39
Shelby,Male,7:17:26,319.07
Jethro,Male,23:41:25,389.14
Weider,Male,15:53:30,102.31
Jorry,Female,7:29:04,259.47
Wallache,Male,14:03:51,284.63
Tory,Female,8:35:08,354.36
Temple,Male,3:22:16,413.6
Olva,Female,15:24:51,990.58
Dorita,Female,10:25:17,564.39
Marji,Female,20:47:50,142.09
Dusty,Female,8:28:08,217.85
Anya,Female,15:28:52,341.87
Jami,Female,17:47:03,639.66
Dew,Male,15:07:50,358.09
Jim,Male,20:44:41,663.48
Genvieve,Female,21:54:55,382.64
Rodger,Male,13:19:46,151.99
Frieda,Female,2:06:10,698.92
Renae,Female,23:03:38,89.09
Raina,Female,15:25:17,681.89
Rorie,Female,23:17:19,821.54
Roman,Male,15:35:37,248.47
Pattin,Male,19:45:59,258.07
Benji,Male,21:29:38,815.96
Libby,Female,11:28:40,582.57
Ashla,Female,17:13:26,444.27
Kevon,Male,6:34:17,771.55
Cathrin,Female,9:12:52,152.09
Berkly,Male,3:14:59,435.46
Isaiah,Male,9:50:06,285.85
Upton,Male,11:50:44,462.25
Alvira,Female,15:22:03,11.09
Maynord,Male,6:14:27,437.37
Sigismund,Male,23:33:56,553.22
Guilbert,Male,14:31:33,661.51
Irwin,Male,19:56:56,277.22
Mace,Male,22:42:32,604.45
Bryant,Male,22:58:43,400.35
Daven,Male,16:27:36,808.81
Barnie,Male,14:52:36,973.23
Maddi,Female,13:53:44,218.43
Martha,Female,22:40:51,194.68
Isacco,Male,7:27:24,524.79
Marcie,Female,7:47:21,815.81
Smitty,Male,4:19:55,613.84
Francois,Male,18:36:20,735.65
Cleon,Male,11:23:06,681.22
Angela,Female,19:03:29,512.99
Stephannie,Female,16:33:10,290.11
Nerta,Female,22:57:44,686.93
Leslie,Male,12:24:39,756.59
Orlan,Male,11:01:19,994.31
Kiley,Male,14:01:02,904.98
Alwin,Male,13:35:04,9.48
Robinet,Female,5:03:49,406.31
Beverie,Female,15:55:10,816.9
Rowe,Female,19:10:47,911.73
Grata,Female,20:21:05,930.14
Harrison,Male,23:41:59,621.03
Reece,Male,21:54:51,948.41
Rolando,Male,22:41:29,938.77
Nari,Female,6:47:52,643.97
Arabel,Female,15:53:12,583.01
Gelya,Female,3:50:30,102.96
Willey,Male,17:15:13,634.24
Earvin,Male,3:30:30,209.61
Gerri,Male,7:40:16,788.16
Cher,Female,7:12:34,587.0
Monique,Female,15:48:40,486.85
Shaughn,Male,7:19:50,653.24
Wilma,Female,15:39:55,537.82
Mick,Male,18:08:34,51.59
Odey,Male,17:56:33,20.47
Rosalinde,Female,7:16:51,252.47
Ottilie,Female,13:00:49,508.46
Isabel,Female,18:50:05,909.44
Worthington,Male,14:45:40,127.52
Emmalynn,Female,15:45:25,328.86
Chickie,Male,2:04:38,899.58
Georgie,Female,7:25:58,456.94
Bink,Male,10:55:11,912.71
Lethia,Female,9:09:20,712.85
Mord,Male,18:06:25,596.9
Shannen,Female,6:16:46,950.46
Dita,Female,19:55:12,316.3
Rriocard,Male,19:59:12,946.34
Lyda,Female,14:05:07,778.98
Rodge,Male,21:33:49,606.48
Catlaina,Female,1:22:00,425.75
Luise,Female,3:01:23,754.53
Mariam,Female,7:37:47,46.35
Max,Female,14:50:43,109.71
Lock,Male,3:56:33,153.41
Maribelle,Female,22:40:23,303.05
Caryl,Male,20:54:07,504.1
Mickie,Male,14:47:51,885.8
Don,Male,21:57:32,885.58
Merry,Male,21:01:26,124.7
Lorie,Female,2:26:52,15.75
Waldemar,Male,14:32:39,141.97
Corabelle,Female,18:17:45,654.1
Ashley,Female,0:45:36,625.24
Rainer,Male,2:21:04,644.76
Nita,Female,0:05:09,673.76
Rudolfo,Male,21:03:59,272.56
Celia,Female,2:21:11,499.47
Sarajane,Female,13:59:54,797.5
Orelia,Female,17:37:23,115.18
Roslyn,Female,12:32:03,204.51
Silvan,Male,20:14:10,770.25
Nico,Male,6:01:47,496.06
Patti,Female,10:46:19,52.02
Valli,Female,23:31:44,280.26
Terry,Female,11:07:52,815.72
Dmitri,Male,11:30:18,687.83
Benyamin,Male,0:08:46,815.07
Rollo,Male,0:32:10,392.11
Enid,Female,6:20:20,57.9
Roman,Male,17:32:00,760.26
Edouard,Male,16:24:15,161.57
Barn,Male,2:00:26,861.89
Richie,Male,23:03:22,606.09
Hestia,Female,22:40:39,615.37
Doy,Male,2:57:45,58.4
Farris,Male,0:54:58,205.95
Cassie,Female,12:44:50,679.87
Noll,Male,23:01:37,474.7
Adeline,Female,0:31:54,268.63
Prudy,Female,23:18:10,89.92
Devin,Female,9:07:46,884.09
Anni,Female,8:08:36,647.96
Shepard,Male,4:04:46,264.84
Edward,Male,7:18:15,977.56
Pattie,Male,22:33:59,91.94
Agnes,Female,20:17:17,289.34
Ronnie,Male,17:52:22,36.17
Sibylle,Female,16:43:33,208.32
Stacy,Male,14:24:21,508.06
Conrad,Male,11:31:28,713.54
Staci,Female,9:45:54,843.07
Robinson,Male,16:30:54,900.99
Paddy,Male,16:48:43,568.03
Giffer,Male,10:45:28,887.77
Brynne,Female,16:50:36,443.8
Amil,Female,23:39:30,930.12
Deva,Female,13:00:27,689.62
Venita,Female,10:05:35,104.34
Rayner,Male,3:08:59,910.67
Letisha,Female,14:36:16,19.98
Regine,Female,16:43:34,683.56
Ambrosi,Male,5:19:07,529.73
Brita,Female,10:46:06,201.14
Gage,Male,13:35:00,735.74
Dorotea,Female,17:14:27,706.32
Zollie,Male,11:49:23,857.36
Oswald,Male,12:49:49,71.93
Lazare,Male,7:46:00,944.18
Jenni,Female,4:01:26,332.3
Kerri,Female,12:44:48,690.5
Lu,Female,12:35:15,129.24
Becki,Female,0:49:40,984.55
Claiborn,Male,17:59:04,672.48
Gibby,Male,17:44:26,593.89
Bellanca,Female,19:32:14,93.62
Valaree,Female,13:52:01,146.11
Rosco,Male,12:02:44,756.16
Aleda,Female,4:16:25,126.64
Trudie,Female,16:54:22,587.06
Boycie,Male,10:00:51,703.79
Merola,Female,22:12:12,7.69
Petronella,Female,1:54:41,656.08
Josh,Male,16:01:04,769.61
Nanete,Female,7:03:10,734.47
Marten,Male,12:37:18,412.21
Vere,Female,3:58:58,501.71
Rachael,Female,9:55:19,893.03
Stanwood,Male,10:47:20,62.79
Krissie,Female,17:37:21,199.77
Ertha,Female,16:04:34,723.35
Bryanty,Male,1:55:27,117.33
Hamlen,Male,15:43:34,275.04
Ximenes,Male,2:28:19,86.27
Tatiana,Female,5:35:41,334.99
Leelah,Female,6:35:19,834.21
Konstantine,Male,14:57:51,577.77
Jorie,Female,18:22:10,107.73
Hymie,Male,16:18:52,391.71
Jere,Female,8:09:51,270.26
Adella,Female,19:15:28,327.54
Nick,Male,4:54:23,732.6
Chloris,Female,22:46:39,597.74
Lewie,Male,7:06:04,54.49
Somerset,Male,17:04:18,440.46
Corly,Female,7:21:34,305.25
Clive,Male,17:47:07,930.48
Alard,Male,22:01:34,687.87
Courtnay,Female,8:45:10,364.5
Etta,Female,21:18:40,734.06
Elvira,Female,22:37:28,627.44
Trish,Female,20:25:36,200.79
Dunn,Male,12:47:30,996.69
Kyle,Male,5:40:47,578.58
Yul,Male,7:55:54,826.24
Missy,Female,8:42:51,721.76
Sheila,Female,21:31:40,245.38
Skylar,Male,5:23:03,611.87
Adolphe,Male,9:36:31,366.85
Jaime,Male,14:40:07,490.44
Pace,Male,5:49:34,700.96
Rhianna,Female,22:37:04,107.98
Noel,Male,18:20:43,428.57
Aldwin,Male,21:32:37,544.99
Susie,Female,15:57:20,397.76
Lorain,Female,5:54:23,26.62
Anthiathia,Female,8:22:50,214.42
Keene,Male,1:41:58,448.87
Lela,Female,15:13:29,615.22
Nanete,Female,14:43:47,61.57
Michele,Female,7:51:52,11.11
Artie,Male,6:32:08,928.28
Winfield,Male,18:23:01,620.17
Sammie,Male,19:29:07,952.68
Avie,Female,1:44:44,865.42
Neda,Female,10:02:27,891.56
Derrick,Male,11:37:56,549.18
Rickey,Male,15:31:58,642.23
Rania,Female,5:15:03,373.63
Derby,Male,17:24:08,726.75
Jessalyn,Female,23:22:15,939.63
Frasco,Male,19:37:07,632.32
Sim,Male,21:19:36,543.01
Claiborne,Male,14:49:41,10.2
Cletus,Male,7:13:27,487.55
Kimbell,Male,8:40:43,843.83
Cori,Female,19:39:51,548.58
Cristian,Male,0:00:16,49.88
Sutherlan,Male,4:49:14,315.01
Brewster,Male,4:53:26,666.62
Stephi,Female,18:55:44,890.9
Pattin,Male,11:29:30,918.86
Langston,Male,15:18:28,283.32
Allie,Male,8:13:49,331.57
Ulric,Male,5:05:51,608.23
Silvanus,Male,2:49:37,336.81
Steffi,Female,12:42:46,485.96
Vaughn,Male,12:25:11,548.64
Sharron,Female,15:56:29,178.82
Simon,Male,3:59:55,180.03
Moss,Male,13:32:10,548.65
Jolyn,Female,3:16:22,351.0
Roseline,Female,14:22:26,322.69
Christalle,Female,16:23:51,614.3
Penni,Female,21:40:35,533.98
Garwin,Male,18:21:17,721.55
Beale,Male,1:37:10,142.99
Michell,Female,11:24:20,835.78
Rhett,Male,19:58:41,369.02
Woody,Male,13:07:26,395.7
Livvie,Female,2:01:22,912.41
Kyle,Male,9:25:54,483.07
Rafael,Male,20:41:30,757.5
Verney,Male,8:53:50,386.69
Elianora,Female,1:16:01,832.5
Chancey,Male,4:07:38,39.2
Elton,Male,12:16:49,531.82
Aridatha,Female,20:32:12,154.24
Ema,Female,3:36:39,892.45
Aldrich,Male,5:05:04,569.98
Odey,Male,5:21:33,185.75
Fransisco,Male,10:48:58,398.13
Tabitha,Female,9:18:27,709.6
Joelie,Female,1:16:02,775.85
Rena,Female,5:17:29,24.84
Ottilie,Female,19:10:49,689.95
Orelee,Female,10:35:16,685.18
Theodore,Male,20:37:26,561.36
Freddy,Male,6:35:27,53.62
Anett,Female,5:49:02,807.15
Lionello,Male,8:39:52,906.46
Robenia,Female,10:32:22,978.05
Sayer,Male,14:55:18,703.61
Joni,Female,13:52:59,405.41
Sande,Female,14:20:27,919.42
Florinda,Female,10:08:56,163.06
Klarika,Female,15:45:31,404.31
Hedda,Female,6:03:25,480.61
Andros,Male,21:18:21,648.55
Austina,Female,2:14:36,837.81
Nerte,Female,9:11:59,397.89
Lauretta,Female,22:29:35,314.23
Sauncho,Male,18:46:35,710.25
Thorn,Male,13:53:30,485.68
Yvette,Female,0:41:25,352.57
Kristan,Female,13:20:24,96.9
Merola,Female,1:27:05,543.34
Alford,Male,20:10:49,44.86
Jo-ann,Female,17:00:34,102.63
Avery,Male,4:17:34,632.08
Elnora,Female,22:35:52,711.97
Jessee,Male,15:28:07,353.36
Alric,Male,20:29:46,129.0
Daron,Male,11:22:41,27.88
Maxine,Female,7:34:58,744.42
Gustavus,Male,15:06:15,115.0
Dana,Female,21:36:00,444.06
Keelby,Male,22:39:34,37.7
Aldric,Male,9:01:53,983.98
Baldwin,Male,18:23:54,266.55
Allistir,Male,12:14:13,805.42
Rafi,Male,15:22:43,841.09
Mercy,Female,8:13:01,201.67
Kenyon,Male,19:54:18,173.7
Norah,Female,4:31:46,298.74
Ailey,Female,3:47:53,98.25
Josey,Female,15:13:08,554.96
Patton,Male,7:50:29,763.55
Filippo,Male,8:41:16,944.15
Loretta,Female,10:57:42,370.97
Frederico,Male,21:12:34,481.72
Hernando,Male,8:38:14,724.18
Vivia,Female,6:28:56,210.53
Hilario,Male,9:43:43,367.79
Woodie,Male,19:16:14,851.02
Ches,Male,15:10:19,24.05
Harcourt,Male,18:45:12,446.06
Clementina,Female,16:08:33,751.67
Sibyl,Female,18:11:39,247.37
Darb,Male,5:15:08,913.67
Edee,Female,8:45:26,720.05
Susanna,Female,6:12:23,648.22
Lamar,Male,8:50:46,897.6
Mano,Male,5:36:11,95.49
Thom,Male,18:28:32,833.96
Saba,Female,8:11:56,306.8
Kylie,Male,13:49:16,306.1
Jarrid,Male,3:16:08,741.37
Darnall,Male,2:46:33,233.49
Kimberley,Female,4:02:02,845.8
Paulita,Female,21:26:43,23.7
Rebeca,Female,6:34:42,290.24
Franzen,Male,11:59:51,71.34
Gerti,Female,20:01:25,587.39
Chester,Male,3:07:12,353.61
Hurley,Male,20:39:30,530.49
Mallory,Female,20:09:02,516.2
Cosme,Male,9:03:44,674.36
Burton,Male,9:26:51,327.97
Lotty,Female,16:25:59,77.35
Willabella,Female,21:57:51,391.58
Val,Male,15:45:53,356.99
Otis,Male,4:26:52,940.12
Phyllida,Female,5:02:56,932.51
Valene,Female,5:36:38,450.11
Oliver,Male,10:19:12,828.52
Blair,Male,3:36:12,278.11
Liv,Female,11:54:08,225.06
Eric,Male,5:36:07,21.42
Jud,Male,19:23:57,741.61
Geraldine,Female,11:15:04,875.08
Alden,Male,5:21:28,64.5
Millard,Male,15:35:02,784.48
Nina,Female,3:36:09,799.93
Kellen,Male,15:12:50,896.12
Lucy,Female,15:32:04,745.4
Mohammed,Male,9:04:11,114.24
Delcina,Female,13:43:17,259.24
Emelina,Female,8:21:40,950.75
Price,Male,18:09:01,328.26
Ronnie,Male,9:38:56,949.87
Tallie,Female,10:09:19,289.67
Marris,Female,6:06:18,553.6
Hermine,Female,16:52:08,717.8
Reinold,Male,23:38:41,558.61
Neville,Male,5:15:09,719.19
Murdoch,Male,18:48:39,770.08
Gabe,Male,18:27:05,18.59
Gustie,Female,3:46:48,422.42
Susann,Female,9:12:41,235.6
Brigg,Male,20:28:55,888.92
Elset,Female,12:36:59,805.64
Benoit,Male,23:41:03,38.71
Carley,Female,20:08:02,527.69
Monty,Male,20:44:03,928.76
Devy,Male,23:02:54,446.73
Teodorico,Male,7:40:24,260.24
Teressa,Female,2:45:04,736.21
Cilka,Female,12:40:01,453.04
Olvan,Male,23:36:41,364.41
Charo,Female,7:27:52,633.55
Wynny,Female,18:58:09,610.14
Candice,Female,6:35:24,156.29
Jyoti,Female,19:01:50,705.59
Karie,Female,5:27:55,223.74
Iver,Male,6:31:23,669.51
Kaleena,Female,9:44:50,79.71
Cordula,Female,21:04:36,3.64
Brit,Male,5:03:29,104.33
Ruperto,Male,5:32:22,425.62
Pancho,Male,14:22:18,990.92
Boonie,Male,15:30:14,896.49
Herta,Female,13:45:07,66.21
Leanor,Female,5:46:29,394.19
Oliver,Male,16:41:14,98.6
Odelle,Female,3:20:16,342.2
Sallyanne,Female,3:34:04,320.49
Gretna,Female,1:14:42,572.88
Fionnula,Female,16:57:08,879.72
Cassey,Female,2:32:26,811.31
Tiebout,Male,4:40:22,101.55
Geri,Male,11:06:16,621.98
Terrence,Male,7:07:49,410.08
Enrico,Male,1:39:55,935.38
Sib,Female,7:04:48,727.0
Camey,Male,8:07:01,636.81
Luise,Female,4:13:35,351.64
Pavel,Male,4:35:15,855.78
Foster,Male,5:48:40,990.9
Adan,Male,17:47:37,345.26
Garik,Male,17:38:07,940.91
Kipp,Female,15:48:32,426.24
Morgen,Male,5:42:55,461.33
Hansiain,Male,2:53:56,653.25
Maryellen,Female,15:21:10,974.82
Maryann,Female,5:06:53,35.83
Roderigo,Male,22:02:58,398.49
Lon,Male,8:54:13,328.16
Goraud,Male,9:13:21,169.25
Branden,Male,16:53:02,716.39
Rusty,Male,1:56:58,303.65
Kessia,Female,15:35:11,283.84
Arnie,Male,12:18:23,896.65
Fulvia,Female,4:29:49,585.21
Hewie,Male,7:59:26,526.62
Natassia,Female,11:34:45,413.79
Lira,Female,11:10:22,51.95
Janina,Female,4:06:25,597.52
Stormie,Female,5:51:50,182.74
Tiffie,Female,11:09:05,141.13
Daniele,Female,6:59:33,305.08
Ingelbert,Male,15:21:43,157.44
Murvyn,Male,15:56:04,225.76
Martelle,Female,9:08:16,265.31
Christean,Female,11:14:54,816.84
Emmy,Male,14:32:35,915.5
Hetti,Female,6:32:55,74.7
Manfred,Male,19:18:29,416.7
Gabbey,Female,14:34:11,264.45
Cami,Female,4:24:21,76.77
Carlie,Male,13:46:16,89.12
Cheslie,Female,18:00:23,19.56
Nixie,Female,5:44:21,304.25
Emanuele,Male,0:13:01,748.03
Tamra,Female,15:34:08,905.11
Sheena,Female,1:11:12,888.81
Roselle,Female,6:03:49,299.02
Tobiah,Male,22:27:54,902.56
Kinnie,Male,10:48:48,181.27
Norine,Female,16:59:16,605.89
Codi,Female,11:28:40,699.38
Leroy,Male,17:26:51,996.08
Beau,Male,15:08:28,206.83
Nonah,Female,11:12:06,299.27
Jeffie,Male,8:09:03,534.37
Jewel,Female,21:57:04,305.27
Adella,Female,8:42:33,593.75
Simonne,Female,22:59:30,93.86
Frankie,Male,7:58:23,559.51
Ruthy,Female,11:48:04,299.84
Hyacintha,Female,16:58:45,718.56
Ezekiel,Male,7:22:10,408.81
Lari,Female,22:57:27,299.91
Prentiss,Male,11:26:12,313.94
Martin,Male,17:44:24,424.81
Montague,Male,17:48:02,440.11
Phylys,Female,23:40:54,861.09
Constantine,Male,8:41:50,848.0
Calley,Female,8:43:59,665.37
Silvano,Male,16:39:30,778.41
Dorolice,Female,9:00:22,569.86
Glenn,Male,9:09:26,361.4
Darla,Female,1:08:32,771.97
Deana,Female,13:51:56,70.67
Audrie,Female,10:58:34,326.62
Irving,Male,18:49:39,723.52
Hendrick,Male,17:44:11,631.28
Jobina,Female,8:04:40,51.89
Zsa zsa,Female,4:03:13,253.71
Steffane,Female,2:55:49,699.48
Romeo,Male,2:04:26,168.04
Brose,Male,15:02:52,372.33
Aymer,Male,0:50:02,588.86
Alex,Male,15:43:45,420.35
Burnard,Male,2:10:27,238.87
Harbert,Male,22:47:10,71.97
Binnie,Female,13:38:44,321.96
Stepha,Female,23:05:22,893.26
Kaiser,Male,22:41:50,391.87
Judas,Male,18:48:37,919.3
Britt,Female,18:05:39,434.61
Ker,Male,10:31:35,100.1
Heinrick,Male,14:31:21,851.72
Selestina,Female,2:32:18,652.72
Trenton,Male,13:05:28,633.16
Charlie,Male,22:03:42,966.62
Humfrey,Male,1:01:06,715.74
Neil,Male,3:49:51,222.95
Joellen,Female,8:18:12,792.74
Kyla,Female,20:39:14,203.97
